source_ip,dest_ip,source_port,dest_port,protocol,timestamp,bytes_transferred,packets_sent,label
192.168.73.152,10.0.83.156,21902,936,UDP,2023-10-10 13:17:22.859096,3911,23,0
192.168.147.87,10.0.145.229,27488,853,UDP,2023-10-10 13:04:33.864737,6787,91,0
192.168.87.132,10.0.48.69,8847,273,ICMP,2023-10-10 13:36:38.870450,3263,30,0
192.168.108.222,10.0.95.68,48821,369,TCP,2023-10-10 13:07:38.877004,9318,59,0
192.168.15.15,10.0.135.29,1658,809,UDP,2023-10-10 13:06:49.882790,9071,54,0
192.168.193.240,10.0.129.74,32624,334,ICMP,2023-10-10 13:34:37.888354,8331,63,0
192.168.21.48,10.0.71.134,7796,532,ICMP,2023-10-10 13:29:13.893995,40783,72,1
192.168.71.54,10.0.125.28,8463,435,ICMP,2023-10-10 13:09:08.899591,5698,28,0
192.168.90.51,10.0.40.135,64598,196,TCP,2023-10-10 13:21:03.905254,965,17,0
192.168.186.227,10.0.59.118,32263,674,UDP,2023-10-10 13:45:41.910922,42,66,0
192.168.192.211,10.0.102.251,53999,560,ICMP,2023-10-10 13:55:40.916599,7740,46,0
192.168.119.157,10.0.123.181,9010,817,TCP,2023-10-10 13:45:09.923189,2630,97,0
192.168.206.64,10.0.53.218,22592,984,TCP,2023-10-10 13:02:05.928935,4992,2,0
192.168.210.254,10.0.201.63,53896,496,UDP,2023-10-10 13:04:57.934576,9268,8,0
192.168.79.82,10.0.242.26,58720,418,ICMP,2023-10-10 13:20:21.940237,8540,13,0
192.168.251.187,10.0.40.42,19500,360,ICMP,2023-10-10 13:37:05.945795,3826,65,0
192.168.113.76,10.0.95.240,2270,341,ICMP,2023-10-10 13:29:41.951385,4364,22,0
192.168.131.222,10.0.253.160,49114,544,UDP,2023-10-10 13:48:44.956995,6734,70,0
192.168.5.133,10.0.178.39,24458,48,UDP,2023-10-10 12:59:36.962728,5577,54,0
192.168.113.249,10.0.93.101,18330,575,TCP,2023-10-10 13:37:06.969281,6918,76,0
192.168.127.144,10.0.84.51,53360,932,UDP,2023-10-10 13:44:09.975184,2802,31,0
192.168.161.33,10.0.6.100,35532,65,TCP,2023-10-10 13:02:56.981555,3966,51,0
192.168.128.154,10.0.254.14,57845,1009,UDP,2023-10-10 13:10:25.987477,82,75,0
192.168.131.172,10.0.210.212,12973,47,UDP,2023-10-10 13:52:01.993964,8852,54,0
192.168.13.217,10.0.242.113,37469,613,TCP,2023-10-10 13:14:39.000363,5238,100,0
192.168.113.59,10.0.217.57,30145,1008,UDP,2023-10-10 13:51:32.006244,7345,7,0
192.168.119.84,10.0.13.117,53986,734,TCP,2023-10-10 13:11:27.012061,3029,80,0
192.168.70.224,10.0.244.227,39039,838,TCP,2023-10-10 13:09:25.018992,940,36,0
192.168.36.119,10.0.134.45,15383,780,TCP,2023-10-10 13:10:43.024883,1709,20,0
192.168.106.66,10.0.32.165,20349,272,TCP,2023-10-10 13:38:01.030662,7854,8,0
192.168.190.252,10.0.163.209,4322,946,TCP,2023-10-10 13:20:03.036456,8962,77,0
192.168.81.137,10.0.45.245,42757,672,ICMP,2023-10-10 13:27:41.042091,4990,15,0
192.168.225.83,10.0.152.242,33499,547,ICMP,2023-10-10 13:29:58.047938,805,41,0
192.168.130.59,10.0.10.119,29410,97,ICMP,2023-10-10 13:28:40.053647,4949,10,0
192.168.29.200,10.0.202.93,7709,245,ICMP,2023-10-10 13:11:19.059326,3174,56,0
192.168.80.61,10.0.251.71,50607,596,ICMP,2023-10-10 13:28:42.066007,3831,95,0
192.168.63.12,10.0.146.49,17927,109,TCP,2023-10-10 13:07:12.071831,5746,36,0
192.168.91.36,10.0.182.96,34687,319,ICMP,2023-10-10 13:47:14.077555,8756,24,0
192.168.155.69,10.0.116.182,19032,372,TCP,2023-10-10 13:42:21.083279,9657,56,0
192.168.164.229,10.0.102.33,28965,873,ICMP,2023-10-10 13:06:51.089016,7152,71,0
192.168.212.4,10.0.192.236,12524,33,TCP,2023-10-10 13:16:30.094713,1609,45,0
192.168.131.234,10.0.203.109,19262,43,UDP,2023-10-10 13:27:56.100457,248,27,0
192.168.220.254,10.0.90.116,12715,438,TCP,2023-10-10 13:28:55.106134,7287,55,0
192.168.69.14,10.0.60.78,56867,898,TCP,2023-10-10 13:54:53.112942,3110,7,0
192.168.197.15,10.0.136.244,3038,145,TCP,2023-10-10 13:11:59.118764,4428,37,0
192.168.173.56,10.0.117.14,27563,174,UDP,2023-10-10 13:10:30.124450,679,70,0
192.168.106.182,10.0.167.81,36446,562,TCP,2023-10-10 13:33:59.130141,4146,88,0
192.168.56.252,10.0.61.141,16696,857,ICMP,2023-10-10 13:36:38.135861,4373,99,0
192.168.96.167,10.0.100.243,35168,723,ICMP,2023-10-10 13:07:09.141570,4603,7,0
192.168.21.167,10.0.224.232,9987,977,TCP,2023-10-10 13:50:03.147263,4039,7,0
192.168.62.218,10.0.159.28,14940,555,UDP,2023-10-10 13:53:13.152943,3622,90,0
192.168.248.78,10.0.58.18,1253,160,TCP,2023-10-10 13:32:07.159548,3484,49,0
192.168.103.252,10.0.151.157,15688,886,TCP,2023-10-10 13:17:40.165478,5380,21,0
192.168.63.148,10.0.226.101,58253,363,ICMP,2023-10-10 13:44:17.171236,360,61,0
192.168.139.70,10.0.65.33,39362,603,UDP,2023-10-10 13:21:19.176884,1774,55,0
192.168.69.187,10.0.168.114,58668,397,TCP,2023-10-10 13:43:40.182669,8074,29,0
192.168.22.109,10.0.127.228,28476,783,UDP,2023-10-10 13:09:50.189194,7953,51,0
192.168.25.89,10.0.24.9,39702,12,TCP,2023-10-10 13:06:00.194912,2843,5,0
192.168.203.213,10.0.70.251,3990,320,TCP,2023-10-10 13:57:12.200817,5918,96,0
192.168.234.62,10.0.69.31,32123,1022,TCP,2023-10-10 13:57:21.208453,6264,13,0
192.168.160.206,10.0.195.253,6935,319,UDP,2023-10-10 13:45:25.215392,7692,79,0
192.168.33.146,10.0.2.224,4451,537,ICMP,2023-10-10 13:27:18.221334,7337,29,0
192.168.234.237,10.0.229.249,39264,902,TCP,2023-10-10 13:00:28.227211,6618,19,0
192.168.167.163,10.0.110.91,53757,303,ICMP,2023-10-10 13:36:43.233086,6580,58,0
192.168.120.245,10.0.213.81,20146,924,UDP,2023-10-10 13:54:13.238805,5739,77,0
192.168.70.200,10.0.71.76,26962,850,UDP,2023-10-10 13:05:51.244501,9362,19,0
192.168.23.124,10.0.232.143,43369,701,ICMP,2023-10-10 13:50:25.250530,6698,11,0
192.168.66.135,10.0.235.147,51681,848,TCP,2023-10-10 13:32:51.257208,9774,86,0
192.168.85.216,10.0.112.51,17389,752,TCP,2023-10-10 13:23:06.263075,47184,53,1
192.168.13.97,10.0.192.78,47161,33,UDP,2023-10-10 13:27:10.268893,3680,88,0
192.168.13.227,10.0.20.180,63456,351,UDP,2023-10-10 13:27:20.274592,6647,87,0
192.168.80.165,10.0.189.58,20917,67,TCP,2023-10-10 13:39:42.280388,4370,73,0
192.168.70.84,10.0.55.110,1524,560,UDP,2023-10-10 13:04:29.286004,2048,52,0
192.168.3.73,10.0.96.65,55414,24,ICMP,2023-10-10 13:05:09.291645,1163,94,0
192.168.208.49,10.0.108.222,32441,684,TCP,2023-10-10 13:52:29.297398,4456,59,0
192.168.57.102,10.0.213.104,17332,702,ICMP,2023-10-10 13:07:32.304107,6668,8,0
192.168.242.206,10.0.254.161,24846,880,ICMP,2023-10-10 13:48:24.309870,4656,63,0
192.168.229.174,10.0.34.101,12875,410,TCP,2023-10-10 13:02:02.315458,791,19,0
192.168.166.227,10.0.48.227,32763,934,ICMP,2023-10-10 13:43:01.321129,8135,95,0
192.168.170.124,10.0.150.198,58182,279,ICMP,2023-10-10 13:16:26.326799,7291,10,0
192.168.218.16,10.0.42.120,39952,545,TCP,2023-10-10 13:05:14.332445,1159,24,0
192.168.172.73,10.0.50.98,42545,646,TCP,2023-10-10 13:05:02.338060,4341,70,0
192.168.186.31,10.0.56.90,1762,984,UDP,2023-10-10 13:11:44.343669,2979,72,0
192.168.120.1,10.0.184.222,57533,962,ICMP,2023-10-10 13:37:55.350274,1255,32,0
192.168.233.190,10.0.71.173,38297,669,TCP,2023-10-10 13:00:29.355968,6412,63,0
192.168.247.107,10.0.212.149,49187,367,UDP,2023-10-10 13:22:46.361743,6438,14,0
192.168.249.24,10.0.14.175,35762,408,ICMP,2023-10-10 13:58:50.367260,6989,28,0
192.168.204.113,10.0.152.203,19775,147,UDP,2023-10-10 13:36:25.372878,9746,38,0
192.168.38.56,10.0.76.246,61511,53,ICMP,2023-10-10 13:27:36.378486,6469,35,0
192.168.109.235,10.0.207.190,52347,264,ICMP,2023-10-10 13:38:58.384084,732,4,0
192.168.240.53,10.0.110.83,15123,332,TCP,2023-10-10 13:23:15.390067,31028,70,1
192.168.250.177,10.0.154.147,5358,331,TCP,2023-10-10 13:06:50.396973,452,7,0
192.168.213.86,10.0.79.119,45331,256,UDP,2023-10-10 13:24:14.402958,2769,8,0
192.168.250.205,10.0.81.79,54654,826,UDP,2023-10-10 13:11:26.408951,5958,14,0
192.168.139.222,10.0.72.115,34844,606,UDP,2023-10-10 13:06:52.415426,4731,8,0
192.168.95.54,10.0.124.4,41648,358,UDP,2023-10-10 13:02:46.421097,7761,5,0
192.168.142.172,10.0.15.210,39364,420,ICMP,2023-10-10 13:00:56.426827,1051,56,0
192.168.149.47,10.0.14.119,50585,542,ICMP,2023-10-10 13:16:06.432542,5950,77,0
192.168.109.214,10.0.121.241,32264,893,ICMP,2023-10-10 13:57:18.438216,6741,20,0
192.168.96.186,10.0.26.41,65415,563,ICMP,2023-10-10 13:15:12.444902,9491,66,0
192.168.182.76,10.0.73.200,57665,609,TCP,2023-10-10 13:05:29.450700,3994,23,0
192.168.34.106,10.0.211.122,35042,72,TCP,2023-10-10 13:01:50.456449,1398,97,0
192.168.112.235,10.0.252.27,30517,473,UDP,2023-10-10 13:43:04.462153,8455,100,0
192.168.159.94,10.0.40.64,10241,322,ICMP,2023-10-10 13:59:22.467687,5326,70,0
192.168.231.167,10.0.95.251,27084,747,UDP,2023-10-10 13:25:39.473314,7078,78,0
192.168.37.21,10.0.59.33,7677,871,TCP,2023-10-10 13:10:38.478975,7269,57,0
192.168.94.229,10.0.85.147,39453,752,TCP,2023-10-10 13:18:51.484586,1957,74,0
192.168.20.152,10.0.155.150,7835,725,ICMP,2023-10-10 13:40:51.491193,8499,13,0
192.168.237.28,10.0.210.52,18522,625,TCP,2023-10-10 13:46:20.496921,1970,78,0
192.168.186.248,10.0.91.38,21796,910,UDP,2023-10-10 13:12:57.502582,1984,58,0
192.168.19.3,10.0.86.3,38570,352,ICMP,2023-10-10 13:26:27.508304,8757,89,0
192.168.21.137,10.0.99.204,61444,210,TCP,2023-10-10 13:27:03.513999,6795,7,0
192.168.160.51,10.0.112.61,45507,378,TCP,2023-10-10 13:03:08.519757,7848,21,0
192.168.136.49,10.0.177.113,63422,761,UDP,2023-10-10 13:12:08.525326,6707,82,0
192.168.135.73,10.0.79.108,37157,576,ICMP,2023-10-10 13:33:06.530934,1956,9,0
192.168.105.122,10.0.141.1,43862,58,UDP,2023-10-10 13:09:17.537524,8650,66,0
192.168.46.193,10.0.219.212,27672,915,ICMP,2023-10-10 13:26:22.543221,9187,96,0
192.168.192.168,10.0.86.117,55382,864,ICMP,2023-10-10 13:52:28.548898,9665,67,0
192.168.74.53,10.0.76.248,65157,142,TCP,2023-10-10 13:15:03.554634,2937,58,0
192.168.193.192,10.0.240.151,1742,505,UDP,2023-10-10 13:20:18.560360,8278,29,0
192.168.120.80,10.0.218.202,56452,814,UDP,2023-10-10 12:59:30.566032,8309,71,0
192.168.208.228,10.0.57.105,45047,326,ICMP,2023-10-10 13:43:07.571702,7289,12,0
192.168.222.1,10.0.90.190,35688,348,TCP,2023-10-10 13:19:46.577330,4354,100,0
192.168.68.135,10.0.98.77,35242,482,ICMP,2023-10-10 13:20:01.583998,2972,82,0
192.168.49.216,10.0.13.233,40927,221,TCP,2023-10-10 13:33:55.589677,9846,29,0
192.168.29.94,10.0.240.112,18858,594,UDP,2023-10-10 13:14:06.595327,5226,12,0
192.168.238.57,10.0.52.102,52515,925,TCP,2023-10-10 13:47:50.601544,9155,9,0
192.168.222.168,10.0.223.127,10246,654,ICMP,2023-10-10 13:47:26.607405,5631,34,0
192.168.160.71,10.0.216.240,27287,333,ICMP,2023-10-10 13:41:16.613885,978,97,0
192.168.186.105,10.0.10.63,64339,659,ICMP,2023-10-10 13:07:14.620039,3689,57,0
192.168.47.116,10.0.137.237,4597,598,UDP,2023-10-10 13:15:04.625860,8331,37,0
192.168.50.116,10.0.173.14,29345,383,UDP,2023-10-10 13:02:59.632855,7975,97,0
192.168.121.235,10.0.71.182,23993,503,ICMP,2023-10-10 13:35:56.638806,7727,80,0
192.168.13.195,10.0.239.39,60520,405,UDP,2023-10-10 13:29:43.644661,6084,31,0
192.168.194.151,10.0.117.45,40145,730,ICMP,2023-10-10 13:31:03.650244,46434,24,1
192.168.217.80,10.0.144.82,8613,237,ICMP,2023-10-10 13:16:27.655950,177,21,0
192.168.224.185,10.0.102.13,46458,294,UDP,2023-10-10 13:18:44.661576,5102,66,0
192.168.204.93,10.0.95.9,33680,209,ICMP,2023-10-10 13:44:10.667220,4509,35,0
192.168.66.190,10.0.5.214,9842,894,TCP,2023-10-10 13:56:19.672847,4983,30,0
192.168.218.87,10.0.109.206,27390,894,TCP,2023-10-10 13:43:13.679526,4954,56,0
192.168.76.205,10.0.104.60,1703,512,UDP,2023-10-10 13:05:34.685211,5623,27,0
192.168.99.249,10.0.235.38,53979,424,ICMP,2023-10-10 13:55:51.690886,3630,7,0
192.168.20.156,10.0.87.26,58138,994,UDP,2023-10-10 13:30:02.696639,5071,63,0
192.168.170.120,10.0.41.240,49062,431,ICMP,2023-10-10 13:10:44.702299,2365,35,0
192.168.178.169,10.0.164.197,13366,71,UDP,2023-10-10 13:30:14.707884,2891,22,0
192.168.239.229,10.0.178.128,23154,678,ICMP,2023-10-10 13:52:29.713553,779,11,0
192.168.76.72,10.0.123.20,64877,719,TCP,2023-10-10 13:48:48.719290,6159,21,0
192.168.214.196,10.0.124.38,20467,477,UDP,2023-10-10 13:15:18.725932,6464,100,0
192.168.120.23,10.0.123.233,57093,790,TCP,2023-10-10 13:24:56.731712,4375,19,0
192.168.125.214,10.0.33.45,12967,574,UDP,2023-10-10 13:43:08.737396,1481,76,0
192.168.249.71,10.0.155.225,46995,385,ICMP,2023-10-10 13:19:45.743048,2123,21,0
192.168.198.178,10.0.212.139,36073,309,TCP,2023-10-10 13:12:51.748665,5436,33,0
192.168.151.148,10.0.112.71,60872,107,UDP,2023-10-10 13:25:07.754356,7568,70,0
192.168.175.154,10.0.234.33,58326,91,ICMP,2023-10-10 13:15:13.760118,39055,36,1
192.168.220.55,10.0.225.218,62981,500,TCP,2023-10-10 13:46:16.765888,3530,69,0
192.168.70.63,10.0.243.140,49086,242,TCP,2023-10-10 13:24:25.772483,9424,50,0
192.168.201.73,10.0.92.167,22761,890,UDP,2023-10-10 13:19:43.778171,5540,61,0
192.168.22.146,10.0.108.18,3802,746,UDP,2023-10-10 13:17:27.783819,5776,65,0
192.168.147.97,10.0.40.55,16686,598,UDP,2023-10-10 13:04:47.789555,7802,41,0
192.168.78.175,10.0.233.131,8749,26,TCP,2023-10-10 13:40:32.795148,7610,59,0
192.168.184.125,10.0.245.182,43251,141,TCP,2023-10-10 13:19:44.800854,218,55,0
192.168.67.67,10.0.48.116,51723,298,UDP,2023-10-10 13:19:23.807175,4777,90,0
192.168.92.37,10.0.53.162,29758,568,UDP,2023-10-10 13:02:28.813003,6202,93,0
192.168.232.219,10.0.105.122,37333,454,TCP,2023-10-10 13:51:08.820484,9929,28,0
192.168.165.215,10.0.24.205,20137,420,ICMP,2023-10-10 13:04:56.826517,1372,99,0
192.168.54.128,10.0.147.151,37690,503,UDP,2023-10-10 13:37:22.832510,4430,65,0
192.168.173.77,10.0.154.101,2154,476,ICMP,2023-10-10 13:22:50.838271,1297,1,0
192.168.54.248,10.0.225.212,52713,664,ICMP,2023-10-10 12:59:57.844007,5185,60,0
192.168.129.114,10.0.144.60,53192,345,UDP,2023-10-10 13:30:56.849676,9469,17,0
192.168.134.143,10.0.150.194,57002,773,TCP,2023-10-10 13:05:11.855312,1612,1,0
192.168.219.33,10.0.200.168,64512,152,ICMP,2023-10-10 13:55:56.860963,8376,77,0
192.168.27.233,10.0.253.57,23112,477,TCP,2023-10-10 13:04:35.867569,9318,78,0
192.168.122.229,10.0.90.168,55467,579,TCP,2023-10-10 13:26:47.873294,1094,90,0
192.168.166.164,10.0.18.84,40913,667,TCP,2023-10-10 13:10:55.878962,204,7,0
192.168.83.131,10.0.224.27,28234,839,UDP,2023-10-10 13:24:53.884557,4996,38,0
192.168.247.195,10.0.139.116,34569,491,TCP,2023-10-10 13:56:08.890172,6425,64,0
192.168.1.159,10.0.53.179,63768,819,TCP,2023-10-10 13:47:54.895867,2785,40,0
192.168.209.188,10.0.92.194,2682,73,ICMP,2023-10-10 13:30:04.901599,5012,90,0
192.168.210.221,10.0.59.214,9051,318,TCP,2023-10-10 12:59:47.907180,5926,44,0
192.168.84.245,10.0.159.122,31681,25,UDP,2023-10-10 13:46:22.913870,6206,67,0
192.168.165.13,10.0.38.184,56760,249,UDP,2023-10-10 13:46:26.919633,4862,39,0
192.168.80.229,10.0.170.157,28655,372,UDP,2023-10-10 13:14:55.925269,8810,61,0
192.168.121.27,10.0.61.230,65047,706,TCP,2023-10-10 13:30:50.930928,3295,36,0
192.168.127.218,10.0.151.54,2019,295,TCP,2023-10-10 13:56:24.936609,6425,2,0
192.168.240.109,10.0.104.99,16514,746,TCP,2023-10-10 13:47:13.942155,3626,72,0
192.168.183.104,10.0.51.77,38545,203,ICMP,2023-10-10 13:40:08.947939,5079,54,0
192.168.133.155,10.0.101.100,40418,458,ICMP,2023-10-10 13:32:57.953504,4073,69,0
192.168.84.58,10.0.239.245,14764,89,TCP,2023-10-10 13:08:05.960138,3938,75,0
192.168.56.28,10.0.70.247,52342,471,UDP,2023-10-10 13:42:05.965896,6311,87,0
192.168.98.114,10.0.227.111,34083,1012,TCP,2023-10-10 13:42:40.971509,1038,76,0
192.168.25.17,10.0.206.87,17994,766,TCP,2023-10-10 13:37:40.977207,1815,26,0
192.168.74.179,10.0.106.147,61317,749,TCP,2023-10-10 13:23:03.982932,8203,90,0
192.168.66.92,10.0.23.191,63339,921,UDP,2023-10-10 13:47:14.988616,6428,15,0
192.168.22.208,10.0.97.77,22221,476,ICMP,2023-10-10 13:36:52.994238,4438,93,0
192.168.46.85,10.0.13.44,25358,743,ICMP,2023-10-10 13:03:25.999848,5223,35,0
192.168.194.199,10.0.254.225,17979,558,TCP,2023-10-10 13:18:35.006468,7149,46,0
192.168.25.245,10.0.234.55,51558,1001,TCP,2023-10-10 13:58:13.012842,802,37,0
192.168.209.140,10.0.85.214,20974,988,UDP,2023-10-10 13:13:46.018677,411,54,0
192.168.115.6,10.0.131.110,1630,481,UDP,2023-10-10 13:04:25.025222,5162,49,0
192.168.68.181,10.0.62.98,9554,133,ICMP,2023-10-10 13:22:20.031156,5586,60,0
192.168.230.8,10.0.127.97,65126,780,TCP,2023-10-10 13:55:41.037021,4982,83,0
192.168.32.101,10.0.200.36,16407,32,UDP,2023-10-10 13:29:40.042735,532,68,0
192.168.203.208,10.0.33.70,54304,361,ICMP,2023-10-10 13:51:09.048512,3348,67,0
192.168.161.161,10.0.39.248,37242,193,TCP,2023-10-10 13:50:01.055210,4858,5,0
192.168.29.166,10.0.6.61,62042,964,UDP,2023-10-10 13:04:23.061010,6223,71,0
192.168.62.192,10.0.67.70,57659,365,UDP,2023-10-10 13:38:15.066603,28652,6,1
192.168.207.58,10.0.248.202,29421,604,UDP,2023-10-10 13:35:02.072241,87,34,0
192.168.151.120,10.0.169.147,65279,926,ICMP,2023-10-10 13:20:43.077861,357,82,0
192.168.37.161,10.0.42.58,41331,242,ICMP,2023-10-10 13:24:42.083493,3610,33,0
192.168.177.130,10.0.209.226,45866,370,TCP,2023-10-10 13:20:12.089128,121,32,0
192.168.203.153,10.0.86.193,9013,100,ICMP,2023-10-10 13:44:29.094853,5888,51,0
192.168.41.58,10.0.6.233,32013,622,UDP,2023-10-10 13:07:06.101615,5429,17,0
192.168.237.28,10.0.36.53,7159,443,ICMP,2023-10-10 13:46:06.107475,1056,37,0
192.168.176.21,10.0.154.58,36218,899,UDP,2023-10-10 13:18:15.113065,256,41,0
192.168.10.20,10.0.64.182,21989,762,UDP,2023-10-10 13:56:05.118835,9504,18,0
192.168.150.50,10.0.113.239,52197,448,ICMP,2023-10-10 13:56:45.124401,3895,53,0
192.168.9.152,10.0.6.159,21386,605,ICMP,2023-10-10 13:07:04.130094,8592,14,0
192.168.206.180,10.0.140.101,51074,750,TCP,2023-10-10 13:08:02.135832,3600,10,0
192.168.131.88,10.0.61.104,55922,554,TCP,2023-10-10 13:44:35.141364,8426,75,0
192.168.64.113,10.0.85.179,47909,213,TCP,2023-10-10 13:14:46.148026,101,72,0
192.168.252.127,10.0.215.89,7816,628,UDP,2023-10-10 13:35:49.153769,5840,96,0
192.168.159.33,10.0.45.37,40854,88,UDP,2023-10-10 13:35:43.159469,1296,88,0
192.168.41.165,10.0.189.110,60806,18,ICMP,2023-10-10 13:17:19.165145,5986,48,0
192.168.82.137,10.0.225.69,9734,978,UDP,2023-10-10 13:11:51.170776,1802,27,0
192.168.226.144,10.0.46.131,52125,127,ICMP,2023-10-10 13:19:57.176482,2747,73,0
192.168.183.7,10.0.3.81,47026,963,TCP,2023-10-10 13:45:21.182159,7184,85,0
192.168.136.77,10.0.187.73,60651,429,UDP,2023-10-10 13:50:59.187810,4487,27,0
192.168.27.14,10.0.110.48,28886,374,TCP,2023-10-10 13:57:15.194527,1661,52,0
192.168.42.169,10.0.145.126,33920,920,UDP,2023-10-10 13:08:10.200309,1105,56,0
192.168.178.186,10.0.45.183,63632,83,ICMP,2023-10-10 13:06:39.205851,1673,27,0
192.168.199.90,10.0.26.20,58649,184,UDP,2023-10-10 13:07:39.211492,6346,26,0
192.168.190.247,10.0.239.126,60421,571,TCP,2023-10-10 13:31:38.217683,7315,78,0
192.168.21.30,10.0.42.128,14184,312,ICMP,2023-10-10 13:03:56.223459,1740,5,0
192.168.48.190,10.0.229.209,17024,506,UDP,2023-10-10 13:44:07.229478,8688,62,0
192.168.89.180,10.0.61.147,63795,728,TCP,2023-10-10 13:47:49.235699,6307,44,0
192.168.218.200,10.0.247.195,22068,876,ICMP,2023-10-10 13:28:45.242542,7281,58,0
192.168.24.181,10.0.46.91,59669,325,TCP,2023-10-10 13:40:33.248470,5691,55,0
192.168.147.16,10.0.214.101,11202,946,ICMP,2023-10-10 13:48:53.254594,7081,83,0
192.168.28.84,10.0.103.236,14297,207,ICMP,2023-10-10 13:26:06.260198,5285,82,0
192.168.86.109,10.0.4.30,63445,747,TCP,2023-10-10 13:33:42.266359,39602,61,1
192.168.232.161,10.0.3.64,37412,75,TCP,2023-10-10 13:30:56.272173,4492,62,0
192.168.6.149,10.0.219.226,23580,351,ICMP,2023-10-10 13:40:29.277889,3900,16,0
192.168.207.87,10.0.157.147,23821,934,ICMP,2023-10-10 13:46:17.283836,6198,5,0
192.168.136.102,10.0.167.214,31432,1005,TCP,2023-10-10 13:27:12.290545,1994,69,0
192.168.104.136,10.0.227.185,59101,728,TCP,2023-10-10 13:54:20.296522,45064,53,1
192.168.16.238,10.0.173.145,43573,949,TCP,2023-10-10 12:59:44.302256,1381,16,0
192.168.81.33,10.0.222.143,39503,504,TCP,2023-10-10 13:46:29.307909,9107,5,0
192.168.200.3,10.0.89.33,8440,169,TCP,2023-10-10 13:05:49.313673,5142,32,0
192.168.182.7,10.0.237.235,50130,722,ICMP,2023-10-10 13:06:03.319434,894,71,0
192.168.156.9,10.0.240.157,25845,1000,UDP,2023-10-10 13:14:35.325242,7980,90,0
192.168.115.17,10.0.12.146,61852,246,TCP,2023-10-10 13:02:00.331007,1324,19,0
192.168.182.78,10.0.115.106,31597,279,ICMP,2023-10-10 13:52:04.337648,9050,53,0
192.168.77.121,10.0.97.98,49368,845,UDP,2023-10-10 13:43:58.343484,9889,64,0
192.168.230.245,10.0.219.159,18441,42,TCP,2023-10-10 13:55:30.349327,7673,91,0
192.168.68.44,10.0.123.214,28465,42,ICMP,2023-10-10 13:27:17.354894,17961,59,1
192.168.41.171,10.0.33.114,41162,777,ICMP,2023-10-10 13:30:16.360602,4963,53,0
192.168.252.149,10.0.248.93,4760,185,TCP,2023-10-10 13:16:54.366479,9731,2,0
192.168.103.24,10.0.115.195,23661,791,UDP,2023-10-10 13:16:01.372074,7984,47,0
192.168.36.30,10.0.130.61,29155,95,TCP,2023-10-10 13:18:19.377743,835,68,0
192.168.209.240,10.0.64.108,24754,487,UDP,2023-10-10 13:31:52.384624,3954,6,0
192.168.252.31,10.0.1.150,9250,464,UDP,2023-10-10 13:11:59.390484,9583,96,0
192.168.23.117,10.0.216.74,22003,659,TCP,2023-10-10 12:59:50.396183,8638,56,0
192.168.19.159,10.0.43.121,29995,765,TCP,2023-10-10 13:53:28.401973,1824,16,0
192.168.31.28,10.0.56.96,54969,124,TCP,2023-10-10 13:01:35.407651,6981,71,0
192.168.126.26,10.0.107.101,60777,435,UDP,2023-10-10 13:05:59.413457,253,54,0
192.168.101.237,10.0.208.154,58912,861,ICMP,2023-10-10 13:53:26.419404,9326,91,0
192.168.195.29,10.0.195.162,46004,795,UDP,2023-10-10 13:29:39.425470,1414,80,0
192.168.235.139,10.0.179.134,30588,876,ICMP,2023-10-10 13:10:26.432562,4836,68,0
192.168.7.177,10.0.103.82,24008,116,UDP,2023-10-10 13:47:37.438650,3591,48,0
192.168.137.230,10.0.79.240,22905,388,UDP,2023-10-10 13:08:53.446690,7830,27,0
192.168.206.248,10.0.4.253,3687,347,ICMP,2023-10-10 13:50:23.454752,3618,55,0
192.168.59.69,10.0.88.198,48392,1000,UDP,2023-10-10 13:43:30.463579,7956,36,0
192.168.148.114,10.0.102.24,55339,328,ICMP,2023-10-10 13:38:34.471123,3933,38,0
192.168.30.131,10.0.252.82,17786,1011,TCP,2023-10-10 13:14:44.477791,2338,70,0
192.168.35.186,10.0.38.122,16817,484,UDP,2023-10-10 13:13:17.484321,5483,40,0
192.168.85.164,10.0.173.52,20576,460,UDP,2023-10-10 13:39:26.491831,8591,47,0
192.168.150.126,10.0.152.131,51480,592,TCP,2023-10-10 13:29:12.498088,4209,7,0
192.168.36.181,10.0.113.246,35099,10,UDP,2023-10-10 13:35:56.503911,1517,27,0
192.168.220.139,10.0.158.195,57526,310,ICMP,2023-10-10 13:20:26.509595,8170,65,0
192.168.245.27,10.0.138.210,52217,934,TCP,2023-10-10 13:55:04.515371,7228,17,0
192.168.175.208,10.0.99.8,47010,841,TCP,2023-10-10 13:57:05.521146,6451,16,0
192.168.95.188,10.0.68.142,26479,384,TCP,2023-10-10 13:11:01.527047,1834,5,0
192.168.196.253,10.0.38.206,13926,51,UDP,2023-10-10 13:50:37.532662,1684,94,0
192.168.235.129,10.0.153.57,64108,118,ICMP,2023-10-10 13:50:19.539517,152,37,0
192.168.203.81,10.0.43.134,9296,128,ICMP,2023-10-10 13:30:45.545198,49470,43,1
192.168.45.49,10.0.152.129,31031,649,UDP,2023-10-10 13:53:53.550914,4122,36,0
192.168.169.43,10.0.65.228,64302,227,ICMP,2023-10-10 13:19:37.556582,9313,20,0
192.168.215.177,10.0.38.252,10321,359,UDP,2023-10-10 13:38:34.562308,3728,14,0
192.168.1.185,10.0.78.32,41451,190,UDP,2023-10-10 13:09:12.567932,24616,89,1
